pred	count
미성숙하다	3
부재하다	3
관두다	3
공천되다	3
피폐하다	3
논란되다	3
개편	3
흠모하다	3
유난스럽다	3
보필하다	3
값나가다	3
근사하다	3
매매하다	3
쳐내다	3
회복	3
진부하다	3
매끈하다	3
심오하다	3
뒤얽히다	3
무뚝뚝하다	3
동봉하다	3
아웃되다	3
탈바꿈한다	3
달아주다	3
조응하다	3
떠안기다	3
체계화하다	3
개량되다	3
송치되다	3
잡아가다	3
공전하다	3
결여되다	3
판별하다	3
불의하다	3
잡아끌다	3
일신하다	3
파급되다	3
고풍스럽다	3
해박하다	3
분배되다	3
서투르다	3
속개되다	3
회생하다	3
아이러니하다	3
솟아오르다	3
코믹하다	3
덩그렇다	3
숭배하다	3
고찰하다	3
절상되다	3
비틀어지다	3
동승하다	3
한물가다	3
중도하다	3
고귀하다	3
반사하다	3
유명	3
가라앉히다	3
나붙다	3
해명되다	3
뒹굴다	3
약속되다	3
물어내다	3
컴컴하다	3
승계되다	3
수리되다	3
등반하다	3
굴하다	3
저하시키다	3
벼리다	3
촌평하다	3
분리시키다	3
선취하다	3
공채하다	3
어떡하나	3
놀아나다	3
퇴각하다	3
유력시되다	3
에로틱하다	3
대동소이하다	3
보편화하다	3
실축하다	3
동일시하다	3
신문하다	3
산만하다	3
벌거벗다	3
숙지하다	3
산출되다	3
흥얼거리다	3
반듯하다	3
가물가물하다	3
그늘지다	3
혹평하다	3
쓰라리다	3
방증하다	3
빈둥거리다	3
쏘아붙이다	3
기세등등하다	3
순화하다	3
암살하다	3
산화하다	3
검정하다	3
도용되다	3
접경하다	3
흥청대다	3
믿음직하다	3
겁박하다	3
환송하다	3
졸리다	3
말아먹다	3
상장시키다	3
그럴듯하다	3
뒷걸음치다	3
합심하다	3
사납다	3
채집하다	3
채집되다	3
세분화되다	3
묵과하다	3
재판하다	3
논쟁하다	3
갈팡질팡하다	3
사용	3
선창하다	3
상향하다	3
활기차다	3
폐막하다	3
나앉다	3
새삼스럽다	3
날씬하다	3
자진하다	3
미끄럽다	3
창시하다	3
정조준하다	3
편곡하다	3
요상하다	3
출하되다	3
대두하다	3
애용하다	3
경작하다	3
취업시키다	3
수축되다	3
지수화한	3
튀기다	3
부흥시키다	3
익사하다	3
실행	3
환승하다	3
달달하다	3
고시다	3
뻣뻣하다	3
통역하다	3
성희롱하다	3
암살되다	3
가누다	3
직언하다	3
속타다	3
다양화되다	3
공포되다	3
도태되다	3
투항하다	3
야속하다	3
욕심내다	3
과소평가하다	3
축이다	3
입후보하다	3
탐스럽다	3
억세다	3
구원하다	3
대질하다	3
처벌	3
대들다	3
강간하다	3
반목하다	3
발음하다	3
판가름나	3
완간하다	3
유예-되다	3
들치다	3
우습다	3
뻔뻔하다	3
원대하다	3
차단당하다	3
문지르다	3
드리워지다	3
찾아뵙다	3
얕보다	3
다운로드하다	3
분장하다	3
국산화하다	3
돌려세우다	3
기정사실화하다	3
흩어지다	3
뛰어가다	3
나가떨어지다	3
흡족하다	3
뜨뜻미지근하다	3
마무리다	3
공표되다	3
암기하다	3
절규하다	3
포탈하다	3
갑갑하다	3
승격되다	3
절치부심하다	3
허황하다	3
타도하다	3
영광스럽다	3
점화되다	3
풀어쓰다	3
면담	3
휘날리다	3
시끌벅적하다	3
매	3
징용되다	3
서빙하다	3
출점하다	3
상업화하다	3
발설하다	3
두리번거리다	3
진열되다	3
현격하다	3
수반되다	3
용퇴하다	3
평균하다	3
철폐되다	3
칩거하다	3
고장나	3
멍들다	3
안락하다	3
굴러다니다	3
교란하다	3
유일무이하다	3
봉헌하다	3
매혹되다	3
밀매되다	3
차이다	3
볼록하다	3
충당되다	3
시시하다	3
회전시키다	3
위험	3
경멸하다	3
욕먹다	3
유치되다	3
박이다	3
우직하다	3
공급받다	3
밀착하다	3
신장하다	3
제품화하다	3
전멸하다	3
동원	3
밀봉하다	3
지질하다	3
가입시키다	3
전패하다	3
표결하다	3
양식하다	3
등재하다	3
총동원되다	3
말려들다	3
처방받다	3
무치다	3
퇴보하다	3
탄생	3
잠수하다	3
위험천만하다	3
호젓하다	3
관심하다	3
암호화되다	3
유발시키다	3
맹세하다	3
유예되다	3
자수하다	3
길들이다	3
좇아가다	3
괴팍하다	3
여쭈다	3
그럴싸하다	3
우월하다	3
민첩하다	3
대성하다	3
아련하다	3
흐릿하다	3
농담하다	3
시판하다	3
등원하다	3
포획되다	3
씩씩하다	3
항복하다	3
평결하다	3
점용하다	3
체화되다	3
오죽하다	3
정제되다	3
훈련되다	3
포집하다	3
뜯어먹다	3
공명정대하다	3
황량하다	3
남겨지다	3
호락호락하다	3
황망하다	3
산란하다	3
박치기하다	3
식별되다	3
혼합되다	3
식상하다	2
싶	2
변론하다	2
혼미하다	2
정면충돌하다	2
보위하다	2
귀향하다	2
말라붙다	2
헛갈리다	2
뒤돌아보다	2
제도화되다	2
두루뭉술하다	2
행보하다	2
뜨끈하다	2
배합하다	2
사멸하다	2
걷어올리다	2
표구하다	2
삐걱대다	2
운전되다	2
응찰하다	2
술회하다	2
충혈되다	2
휘황찬란하다	2
불식하다	2
패스하다	2
뒤따라오다	2
해부하다	2
설립	2
편성	2
전과하다	2
밀항하다	2
처신하다	2
총사퇴하다	2
슬다	2
복원	2
격하되다	2
상속받다	2
변신시키다	2
입행하다	2
소탈하다	2
표준화하다	2
낯익다	2
처박히다	2
가속화시키다	2
건전화하다	2
다부지다	2
남자답다	2
무신경하다	2
동경하다	2
카랑카랑하다	2
안내되다	2
핥다	2
득세하다	2
소독하다	2
순환시키다	2
이완되다	2
턴하다	2
강화	2
결여하다	2
적확하다	2
추측되다	2
취급받다	2
까딱거리다	2
입북하다	2
선호되다	2
교전하다	2
지도	2
결정	2
포기	2
반신반의하다	2
뽀뽀하다	2
힐난하다	2
암거래되다	2
상소하다	2
결백하다	2
항행하다	2
정결하다	2
은둔하다	2
입회하다	2
다원화하다	2
낙오하다	2
겸업하다	2
사칭하는	2
총망라되다	2
출격시키다	2
되받다	2
시해하다	2
불온하다	2
부질없다	2
재론하다	2
날뛰다	2
이해	2
되받아치다	2
부결하다	2
우거지다	2
극대화	2
못되다	2
천연덕스럽다	2
소급하다	2
떨떠름하다	2
배신당하다	2
번쩍이다	2
익살스럽다	2
수여되다	2
움찔하다	2
입증받다	2
농축되다	2
본격화되기	2
존중되다	2
위배하다	2
감시	2
편들다	2
흉하다	2
향긋하다	2
상관하다	2
원숙하다	2
감염시키다	2
적용시키다	2
포개지다	2
면도하다	2
세수하다	2
흩뿌리다	2
놓이다	2
끌려가다	2
시주하다	2
모집되다	2
청강하다	2
조잡하다	2
세분되다	2
회신하다	2
구비되다	2
분사하다	2
목격되다	2
간단명료하다	2
변색되다	2
만족해	2
나태하다	2
대보다	2
남용	2
밀집되다	2
재인식하다	2
귀농하다	2
검열하다	2
해야겠다.'	2
돌파	2
재빠르다	2
몸서리치다	2
충전되다	2
대국하다	2
상근하다	2
수배하다	2
순응하다	2
고양되다	2
채취되다	2
일희일비하다	2
말쑥하다	2
오버하다	2
땜질하다	2
연결짓다	2
재판받다	2
융성하다	2
접신하다	2
학살되다	2
들쭉날쭉하다	2
깨우치다	2
절충되다	2
온당하다	2
연결시키지	2
둘러서다	2
정렬하다	2
더러워지다	2
자각하다	2
차치하다	2
독파하다	2
급조하다	2
완충하다	2
부진	2
오르락내리락하다	2
의기소침하다	2
재조정하다	2
상용하다	2
막가다	2
사문화되다	2
변장하다	2
내리쬐다	2
안맞아"	2
파렴치하다	2
납부	2
법제화되다	2
연하다	2
사로잡히다	2
재출마하다	2
휘몰아치다	2
불화하다	2
덮어씌우다	2
밀폐하다	2
개학하다	2
특별사면됐다	2
선종	2
탄복하다	2
우유부단하다	2
쪼이다	2
완독하다	2
와전되다	2
난데없다	2
심사숙고하다	2
순국하다	2
전역시키다	2
절약되다	2
근절되다	2
위시하다	2
번득이다	2
갈기다	2
발인하다	2
적출되다	2
유폐하다	2
탐하다	2
실신하다	2
안할	2
종영되다	2
선제공격하다	2
전투하다	2
불완전하다	2
맹신하다	2
축조하다	2
완곡하다	2
극대화되다	2
재무장하다	2
개방	2
증축하다	2
의뢰	2
세탁되다	2
당연시하다	2
나자빠지다	2
융자하다	2
시다	2
여간하다	2
지긋하다	2
불출마하다	2
단합하다	2
공제되다	2
초토화시키다	2
역전당하다	2
단교하다	2
처연하다	2
동글동글하다	2
추서되다	2
비틀거리다	2
유찰되다	2
정돈하다	2
증원되다	2
받아넘기다	2
해산된	2
착륙	2
하얘지다	2
파병-되다	2
자폭하다	2
낄낄거리다	2
서행하다	2
죽어나다	2
내재되다	2
수집되다	2
변조되다	2
농단하다	2
역공하다	2
경합하다	2
어려워하다	2
으스스하다	2
정렬되다	2
꽃답다	2
시무룩하다	2
핍진하다	2
무산	2
투구하다	2
쳐들어가다	2
헌화하다	2
뭉뚱그리다	2
지리멸렬하다	2
복권하다	2
감안되다	2
총살하다	2
대적하다	2
메아리치다	2
자칫하다	2
매각	2
종단하다	2
고민스럽다	2
고도화하다	2
할애되다	2
해하다	2
삐끗하다	2
결행하다	2
저지당하다	2
고다	2
파업하다	2
채찍질하다	2
가속하다	2
보도	2
장전하다	2
점화시키다	2
잠식되다	2
고발	2
기묘하다	2
해괴하다	2
여과되다	2
지목받다	2
동고동락하다	2
폭파하다	2
실속하다	2
암송하다	2
문제시하다	2
랭크되다	2
발급받다	2
아니었다면	2
준비	2
검수하다	2
연임되다	2
곯다	2
도톰하다	2
사르다	2
상향되다	2
긁어내다	2
동화되다	2
들춰내다	2
멋스럽다	2
엄혹하다	2
시퍼렇다	2
호리호리하다	2
유행시키다	2
변환되다	2
철저	2
호송하다	2
총집결하다	2
축구하다	2
제공받다	2
경도되다	2
제작	2
업데이트하다	2
맛나다	2
정성스럽다	2
장성하다	2
변변찮다	2
각인하다	2
극하다	2
처박다	2
가난	2
도도하다	2
구별되다	2
편찬하다	2
정겹다	2
밉보이다	2
외지다	2
프린트하다	2
허망하다	2
은유하다	2
갸우뚱하다	2
개점하다	2
쥐어뜯다	2
증감하다	2
강등하다	2
불발하다	2
화풀이하다	2
낙선시키다	2
상정	2
당혹하다	2
전보되다	2
타들다	2
통타하다	2
선언	2
실사하다	2
확보	2
긴요하다	2
불합격하다	2
출석	2
복기하다	2
각축하다	2
움켜잡다	2
게임하다	2
부릅뜨다	2
싫어지다	2
정독하다	2
지체하다	2
뒷걸음질하다	2
탈옥하다	2
잠행하다	2
세차다	2
순연되다	2
예보되다	2
상주시키다	2
꿈쩍하다	2
필사하다	2
결산하다	2
좌천시키다	2
수송되다	2
만발하다	2
양위하다	2
창간되다	2
살랑대다	2
형형하다	2
훼손시키다	2
뒤따라가다	2
불가결하다	2
주사하다	2
탈고하다	2
검진하다	2
해소시키다	2
증세하다	2
암호화하다	2
끄집다	2
만무하다	2
관계있다	2
첨가되다	2
정비례하다	2
내사하다	2
완치되다	2
유별나다	2
종잡다	2
저주하다	2
목도하다	2
뭉클하다	2
차오르다	2
강구되다	2
북적대다	2
통렬하다	2
격감하다	2
선뵈다	2
창작하다	2
징발하다	2
끓이다	2
사유화되다	2
예속되다	2
짓이기다	2
분화되다	2
조직화되다	2
제한받다	2
당선하다	2
밝아지다	2
방조	2
야릇하다	2
궁하다	2
대접받다	2
뒤돌다	2
구성지다	2
성립되다	2
유괴되다	2
헐겁다	2
나른하다	2
지어내다	2
완납되다	2
대응	2
뒤척이다	2
승화하다	2
매매되다	2
선결되다	2
쌓이다	2
등재시키다	2
드세다	2
분열	2
갈아입히다	2
둘러대다	2
하방하다	2
변주하다	2
기민하다	2
분할	2
갸웃하다	2
해석	2
염려되다	2
저장	2
전환시키다	2
점잖다	2
뻥튀기하다	2
임용하다	2
늘씬하다	2
상종하다	2
역전시키다	2
궁리하다	2
메마르다	2
쓸리다	2
떠다니다	2
뚫어지다	2
몸부림치다	2
입점시키다	2
엇나가다	2
줄잇다	2
웅숭깊다	2
감별하다	2
신봉하다	2
포옹하다	2
위풍당당하다	2
투영되다	2
확언하다	2
무원칙하다	2
비과세되다	2
거듭할	2
집도하다	2
더워지다	2
투덜대다	2
들이붓다	2
어그러지다	2
일독하다	2
심취하다	2
풀어지다	2
누설되다	2
존경스럽다	2
휘청이다	2
충성하다	2
거추장스럽다	2
조회되다	2
갈아엎다	2
리모델링한	2
활용	2
입학시키다	2
떵떵거리다	2
진흥하다	2
제출	2
고지식하다	2
곪다	2
굳세다	2
포상하다	2
공유된	2
성공	2
재입국하다	2
노숙하다	2
규격화되다	2
순하다	2
낙서하다	2
공고되다	2
진열하다	2
용납되다	2
살찌우다	2
전용되다	2
철군하다	2
등판시키다	2
희끗희끗하다	2
비교	2
배열하다	2
짜깁다	2
어찌하다	2
차별되다	2
실종	2
기각시키다	2
내통하다	2
미지급되다	2
가산하다	2
달아보다	2
날려보내	2
가닿다	2
활성화	2
부적합하다	2
증대하다	2
미뤄지면서	2
노후되다	2
깡마르다	2
무표정하다	2
왁자지껄하다	2
고착화하다	2
고착화되다	2
무효화되다	2
포격하다	2
축하다	2
설계	2
나이브하다	2
사과	2
대변되다	2
명명백백하다	2
써봤다	2
기부받다	2
먹음직스럽다	2
해체시키다	2
해산되다	2
판독하다	2
완숙하다	2
주장되다	2
싶다	2
개운하다	2
푸근하다	2
성대하다	2
공인되다	2
대피시키다	2
함축하다	2
변모시키다	2
흥청망청하다	2
사고하다	2
능청스럽다	2
견조하다	2
마주보	2
맹폭하다	2
돋치다	2
오목하다	2
접붙이다	2
부과받다	2
공들다	2
얽어매다	2
촘촘한	2
퇴위하다	2
그리되다	2
패퇴하다	2
추동하다	2
무력화시키다	2
이주시키다	2
맞세우다	2
나뒹굴다	2
번복되다	2
역이용하다	2
퇴적하다	2
장전되다	2
완등하다	2
난파하다	2
죄송스럽다	2
해보다	2
혹사하다	2
총명하다	2
감독	2
성관계하다	2
겸연쩍다	2
불입하다	2
가당하다	2
향기롭다	2
음해하다	2
어리둥절하하다	2
원용하다	2
분칠하다	2
비옥하다	2
윽박지르다	2
기상하다	2
서약하다	2
에누리하다	2
일순하다	2
설문하다	2
화목하다	2
쫄깃하다	2
매콤하다	2
난입하다	2
생이별하다	2
내보다	2
재우다	2
경주하다	2
시시콜콜한	2
세공하다	2
총망라하다	2
밟히다	2
격추되다	2
사사하다	2
맞장구치다	2
재발견하다	2
쇠다	2
배분되다	2
열창하다	2
못된	2
문제	2
절상하다	2
공인받다	2
양념하다	2
시집보내다	2
동문서답하다	2
젖혀지다	2
다듬어지다	2
집합하다	2
쪼들리다	2
기입하다	2
치환하다	2
아닌가."	2
맞부딪다	2
빗기다	2
꺾어지다	2
마취하다	2
흉측하다	2
조달되다	2
해산시키다	2
중차대하다	2
횡보하다	2
재가입하다	2
킁킁거리다	2
멈칫하다	2
폐관하다	2
불려가	2
로비하다	2
종속되다	2
칙칙하다	2
화내다	2
통곡하다	2
정답다	2
부상당하다	2
할복하다	2
월북하다	2
주입되다	2
제압당하다	2
주체하다	2
따분하다	2
겁먹다	2
인가되다	2
폐간되다	2
재천명하다	2
조화시켜	2
재해석되다	2
뒤서다	2
보완되다	2
퍼주는	2
북받치다	2
존경받다	2
뇌까리다	2
분실하다	2
이전시키다	2
쟁점화하다	2
시집오다	2
갹출하다	2
냉동하다	2
유야무야되다	2
극악하다	2
심문하다	2
논증하다	2
절취하다	2
꿈같다	2
따사롭다	2
감소되다	2
활성화되지	2
혼재되다	2
앗아가다	2
부산하다	2
후퇴시키다	2
등기하다	2
등판	2
음란하다	2
추인하다	2
약속드린다"고	2
원상회복하다	2
바느질하다	2
고용	2
침투시키다	2
알려	2
발현되다	2
질퍽하다	2
급진전하다	2
골절되다	2
점프하다	2
면책받다	2
시술하다	2
교육시키다	2
퍼내다	2
배출시키다	2
숙성시키다	2
정진	2
자성하다	2
찢어지다	2
증편하다	2
매만지다	2
내려치다	2
가만두다	2
손쓰다	2
경건하다	2
저술하다	2
우쭐하다	2
수련하다	2
펄럭이다	2
우려	2
발주되다	2
이장하다	2
실천되다	2
사유하다	2
홍보	2
제소되다	2
설득시키다	2
황홀하다	2
고색창연하다	2
갈라놓다	2
떼쓰다	2
투덜거리다	2
사면되다	2
성장시키는	2
소란하다	2
자급자족하다	2
진주하다	2
기부되다	2
찬탄하다	2
희화화하다	2
내려보내다	2
꿈틀거리다	2
방랑하다	2
추징되다	2
환수되다	2
비공개하다	2
억울해할	2
생뚱맞다	2
순치되다	2
돋아나다	2
보편화할	2
재선되다	2
통과	2
합격	2
안절부절못하다	2
북적거리다	2
폭파되다	2
자원하다	2
납치당하다	2
급사하다	2
지혜롭다	2
마뜩하다	2
질펀하다	2
봉직하다	2
계획	2
완고하다	2
패망하다	2
울긋불긋하다	2
수학하다	2
달리하며	2
곧추세우다	2
구제받다	2
진력하다	2
절다	2
수없다	2
안녕하다	2
들고일어나다	2
가산되다	2
자만하다	2
매치하다	2
신나다	2
튼실하다	2
재판매하다	2
감면받다	2
계약	2
저하하다	2
청량하다	2
유의미하다	2
트레이드하다	2
선진화하다	2
호화롭다	2
깔깔대다	2
고무시키다	2
실측하다	2
보호되다	2
농성하다	2
얄팍하다	2
굽신대다	2
갸름하다	2
성안하다	2
수축하다	2
성원하다	2
잘못	2
계류하다	2
공매도하다	2
두문불출하다	2
독립	2
위임받다	2
선정	2
가중하다	2
미스터리한	2
분업화되다	2
옥신각신하다	2
팔팔하다	2
청결하다	2
신청되다	2
너무하다	2
치하하다	2
출고되다	2
우람하다	2
습관화하다	2
간수하다	2
이간질하다	2
간행하다	2
개조되다	2
조그마하다	2
떠벌리다	2
군색하다	2
분쇄하다	2
환대하다	2
동정하다	2
호형호제하다	2
급파되다	2
아기자기하다	2
복합되다	2
직역하다	2
발췌하다	2
대견스럽다	2
재개발되다	2
개항하다	2
영도하다	2
올라앉다	2
승화시키다	2
일치단결하다	2
수치화하다	2
다음하다	2
재개발하다	2
떠나오다	2
교차시키다	2
저급하다	2
비정하다	2
한잔하다	2
주춤대다	2
긁히다	2
불과	2
탐독하다	2
말끔하다	2
인솔하다	2
이원화하다	2
분석	2
치료되다	2
심상찮다	2
학대받다	2
연속하다	2
온유하다	2
시원스럽다	2
과소평가되다	2
갈고닦다	2
둔하다	2
하강하다	2
도박하다	2
순종하다	2
파계하다	2
부축하다	2
개사하다	2
뒤쳐지다	2
안온하다	2
방전되다	2
기습하다	2
최적화시키다	2
히트시키다	2
판정하다	2
조각되다	2
보편화되지	2
결재하다	2
선량하다	2
계승되다	2
재생산하다	2
소개받다	2
수배되다	2
복잡다단하다	2
잡담하다	2
책봉하다	2
궁색하다	2
개봉되다	2
안배하다	2
허가받다	2
무시당하다	2
메꾸다	2
결합시키다	2
위촉	2
최대하다	2
실시	2
언짢다	2
지극하다	2
겸허하다	2
힐끗거리다	2
재출간하다	2
다정다감하다	2
출중하다	2
용접하다	2
습격하다	2
관광하다	2
재조명받다	2
히트하다	2
넘어뜨리다	2
강행되다	2
고학하다	2
미개하다	2
우연하다	2
사육되다	2
따끈하다	2
새겨듣다	2
믿음직스럽다	2
야무지다	2
제지당하다	2
재활용되다	2
통고하다	2
숙성하다	2
그윽하다	2
시원시원하다	2
경솔하다	2
청빈하다	2
준우승하다	2
흠잡다	2
문제없다	2
노후화되다	2
기침하다	2
상승시키다	2
번잡하다	2
뽀얗다	2
클로즈업되다	2
미심쩍다	2
감점되다	2
연합하다	2
면접하다	2
미납하다	2
종주하다	2
주저앉히다	2
수줍다	2
표기되다	2
남파되다	2
압사하다	2
털털하다	2
몽롱하다	2
귀담아듣다	2
예스럽다	2
자책하다	2
환기하다	2
안치다	2
출자	2
체납하다	2
광범하다	2
얽매다	2
주리다	2
차감하다	2
결항하다	2
갸웃거리다	2
도외시하다	2
종식되다	2
침통하다	2
합사되다	2
골다	2
강건하다	2
난자하다	2
심란하다	2
수업하다	2
뭉툭하다	2
교사하다	2
몰아쉬다	2
탈북하다	2
기고	2
인계되다	2
면직하다	2
영화화되다	2
하달되다	2
헐뜯다	2
홀쭉하다	2
우다	2
애송되다	2
샘솟다	2
빨개지다	2
직거래하다	2
비아냥거리다	2
채근하다	2
뒤섞다	2
타박하다	2
쑤시다	2
골병들다	2
비열하다	2
회람되다	2
얕잡다	2
명징하다	2
재정립되다	2
별거하다	2
차디차다	2
손해나다	2
협박당하다	2
형식화되다	2
허기지다	2
촉진되다	2
탐험하다	2
이용	2
발진하다	2
헛돌다	2
빛내다	2
이직하다	2
응축되다	2
입지하다	2
거두절미하다	2
꼿꼿하다	2
환원시키다	2
서둘다	2
접목되다	2
확대시키다	2
응당하다	2
실증하다	2
번지르르하다	2
소집	2
입감되다	2
해제	2
숙의하다	2
교란되다	2
자동화하다	2
회개하다	2
말라비틀어지다	2
신축되다	2
찰랑거리다	2
따끔하다	2
달가워하다	2
비만하다	2
착복하다	2
네모나다	2
약화하다	2
감경하다	2
임대	2
전달	2
고급화되다	2
갱신하면서	2
미봉하다	2
다리다	2
탈락되다	2
휴장하다	2
급진하다	2
격찬하다	2
출연	2
송부하다	2
탕감받다	2
까지다	2
천천하다	2
불같다	2
마땅찮다	2
난파되다	2
취합되다	2
아웃소싱하다	2
욱신거리다	2
뻔뻔스럽다	2
환골탈태하다	2
부정되다	2
부적격하다	2
입주시키다	2
가상하다	2
감정하다	2
겁나다	2
침략당하다	2
텁텁하다	2
둘러메다	2
아로새기다	2
발족시키다	2
남발되다	2
자자하다	2
입고되다	2
열등하다	2
마사지하다	2
고집스럽다	2
포함	2
복간하다	2
양성되다	2
손가락질하다	2
극렬하다	2
집적거리다	2
우러나오다	2
할퀴다	2
답파하다	2
등록시키다	2
떠보다	2
김빠지다	2
속단하다	2
못살다	2
아둔하다	2
저미다	2
탈세하다	2
뜯기다	2
변상하다	1
끼룩대다	1
난망하다	1
행군하다	1
성립시키다	1
보관	1
접근·열람한	1
입교되다	1
양상하다	1
시뻘겋다	1
어금버금하다	1
배합되다	1
숙성되다	1
끈적이다	1
정수하다	1
탈선하다	1
전락시키다	1
가져보다	1
재출범한	1
좌정하다	1
포개다	1
천거되다	1
상심하다	1
기공되다	1
쓰리다	1
피로하다	1
배격하다	1
마뜩찮다	1
해킹됐다는	1
끔벅하다	1
뜨악하다	1
거치하다	1
끼적이다	1
오그라들다	1
기상천외하다	1
휴진하다	1
필요없다	1
소속시키다	1
모욕당하다	1
'차가운'	1
입막음하다	1
축소	1
일소하다	1
도금하다	1
직접하는	1
잡아채다	1
놀러오	1
물렁하다	1
질기다	1
경감하다	1
호선하다	1
'대독'시켰기	1
펀하다	1
출범	1
추도하다	1
재입사하다	1
침입	1
바꿈하다	1
격상시켰다	1
답신하다	1
몸낮춘	1
재검토되다	1
켜지다	1
팔씨름하다	1
자찬하다	1
외면	1
노크하다	1
새출발하다	1
이러쿵저러쿵하다	1
확고부동하다	1
보직해임됐다	1
부채질한다"고	1
해고시키다	1
청정하다	1
거칠어지다	1
기화하다	1
자칭하다	1
덧긋다	1
흐트러뜨리다	1
억압받다	1
통칭되다	1
쳐들어오다	1
교정되다	1
꼼지락거리다	1
어쭙잖다	1
가뿐하다	1
다양화되고	1
전출하다	1
연희하다	1
녹록잖아	1
무성의하다	1
암거래하다	1
할당되다	1
유약하다	1
토착화하다	1
파직되다	1
만성화하다	1
광대	1
투옥하다	1
귀국시키고	1
거슬리다	1
배정(증차)해	1
증차하다	1
납작하다	1
미끄러뜨리다	1
이관	1
폐지	1
늘려가겠다"고	1
'수도승다운	1
서원하다	1
옭아매다	1
진출	1
시스템화한다	1
쪼다	1
존엄하다	1
정상화될수도"	1
부의하다	1
시정되다	1
모금되다	1
최소하다	1
적대시하다	1
애먹다	1
부탁드리다	1
재확인되다	1
건조시키다	1
편식하다	1
위태로움	1
설교하다	1
랑비(낭비)한	1
겨누자'	1
합의	1
양성화하다	1
삭히다	1
탁본하다	1
희망차다	1
숙청되다	1
수행	1
구입	1
적재하다	1
건들다	1
우수	1
징계	1
정직	1
헛돌리다	1
갸륵하다	1
펄떡이다	1
부쉈다고	1
일어났다가도	1
규정짓다	1
입장시키다	1
편력하다	1
헌정하다	1
정주하다	1
남루하다	1
들이받히다	1
가입	1
부결시키는	1
구걸하다	1
향긋해	1
자맥질하다	1
저술되다	1
침전시키다	1
노닐다	1
투영-되다	1
파산할	1
가열하다	1
성가하다	1
재창출하다	1
방해	1
펄럭거리다	1
엄수되다	1
'우울한	1
입력받다	1
뛰어보	1
무장	1
열람시켰다	1
훼손	1
물타기하다	1
하나되더라	1
불룩하다	1
피란하다	1
증파하다	1
이어하다	1
재가동하기로	1
가로놓이다	1
중징계하다	1
기업하다	1
참석시키다	1
결부하다	1
소득하위	1
출렁거리다	1
주유하다	1
완투하다	1
통보	1
변제하다	1
받아내다	1
고쳐먹다	1
곯아떨어지다	1
느물거리다	1
무량하다	1
뒤집어엎다	1
소진시킵니다	1
자위하다	1
취침하다	1
거듭	1
용맹하다	1
하차	1
개벽하다	1
제도화됐다	1
기름튀기하다	1
성마르다	1
달궈졌다	1
합치하다	1
오픈	1
추동되다	1
변경시키다	1
식민지화하다	1
병탄하다	1
내맡기다	1
출당되다	1
구리다	1
언급	1
갸웃할	1
구박하다	1
못하겠어요."	1
웅성이	1
대표 주인	1
학살당하다	1
친견하다	1
밀봉되다	1
기거하다	1
변성하다	1
특이	1
간호하다	1
의무화시키다	1
굴절되다	1
발령받다	1
호의호식하다	1
영악하다	1
하려하다	1
상찬하다	1
떨어트리다	1
집중배치하다	1
주하다	1
말하되다	1
검박하다	1
실존하다	1
살인하다	1
신승하다	1
부자연스럽다	1
우경화되다	1
궁박하다	1
너끈하다	1
요구	1
분납하다	1
뒷조사하다	1
입선되다	1
감하다	1
좌선하다	1
참선하다	1
과대평가되다	1
성장	1
타진	1
으슥하다	1
때맞추다	1
불구경하다	1
과분하다	1
부수되다	1
도포하다	1
연소하다	1
채용	1
흘러넘치다	1
교착되다	1
우승시키다	1
몰락시키다	1
개명-되다	1
상환되다	1
단순화한	1
심사받게	1
밀입국하다	1
판독되다	1
조각나다	1
해당	1
병기하다	1
부결	1
이제와서	1
모던하다	1
쾌승하다	1
곡학아세하다	1
척살하다	1
현명	1
세팅하다	1
초과되다	1
목메다	1
동질화되다	1
다행이다	1
배설하다	1
셋방살이하다	1
도달되다	1
폐위하다	1
노골화하다	1
기절하다	1
낙심하다	1
둘러쓰다	1
모나다	1
합격시키다	1
출당하다	1
유린당하다	1
학수고대하다	1
달리기는	1
결번되다	1
크랭크인해서	1
완전	1
재추진하다	1
허가되다	1
밀반출하다	1
불러모으다	1
들고나가다	1
퇴고하다	1
안정화해야	1
퇴장시키다	1
냉엄하다	1
밀어닥치다	1
옮아붙는	1
빨랐을	1
울려오다	1
잠재하다	1
기망하다	1
소멸시키려는	1
파쇄되다	1
적립	1
장중하다	1
잔인해	1
선적하다	1
분화한	1
분화하다	1
이전	1
실성하다	1
걱정	1
의심받다	1
역할한다	1
파병되다	1
능수능란하다	1
암호화한	1
출현시키다	1
격화시키다	1
독립시킨	1
줄달음치다	1
기고만장하다	1
선택	1
물맞이하다	1
무성허다	1
합리하다	1
졸아들다	1
싹싹하다	1
재충전하다	1
낭패스럽다	1
재개	1
높푸르다	1
탐나다	1
의뢰되다	1
태연자약하다	1
전진시키다	1
유린되다	1
내다보이다	1
때늦다	1
해산	1
나누기란	1
예시하다	1
품절되다	1
어찌됐든	1
따듯하다	1
헤딩하듯	1
이탈되다	1
가맹하다	1
전력하다	1
도배되다	1
어지러워하	1
과도	1
일체화되다	1
묻어뒀다가	1
불손하다	1
가증스럽다	1
휴전하다	1
오인되다	1
봉인하다	1
감청하다	1
최소화되다	1
도살하다	1
논박하다	1
내려주	1
애국하다	1
양각되다	1
가쁘다	1
못되지만	1
휘몰다	1
하품하다	1
